step,fmin
0,0.12600168123590116
1,0.22343444852348526
2,0.2558320566372857
3,0.23871700782728988
4,0.5999382442199668
5,0.19567639298751238
6,0.9001146566949488
7,0.7122196368867932
8,0.34984262373718467
9,0.34984262373718467
10,0.7776628442119498
11,0.42477395925702466
12,0.40016635769262976
13,0.5517814324075021
14,0.4540429206926898
15,0.4540429206926898
16,0.1565292870594568
17,0.4540429206926898
18,0.3007828148964
19,0.13229371398791046
20,0.13229371398791046
21,0.13229371398791046
22,0.09327937665300035
23,0.09327937665300035
24,0.18423105327085243
25,0.18423105327085243
26,0.18423105327085243
27,0.0792512781192839
28,0.05019299183296133
29,0.05019299183296133
30,0.05019299183296133
31,0.05019299183296133
32,0.10582260451849124
33,0.31647184814242013
34,0.04664587689227451
35,0.060289756004762274
36,0.2535263047428984
37,0.15268843921539632
38,0.24797240672014986
39,0.24797240672014986
40,0.04085375938247815
41,0.04085375938247815
42,0.04085375938247815
43,0.325654654456917
44,0.1771163687444216
45,0.03259137030198478
46,0.03259137030198478
47,0.1771163687444216
48,0.17025900000556415
49,0.1771163687444216
50,0.008747497892958922
51,0.325654654456917
52,0.38515750213819766
53,0.40967927160806794
54,0.4540429206926898
55,0.4540429206926898
56,0.19979311958679702
57,0.12358725651871194
58,0.19979311958679702
59,0.2503767704521137
60,0.2503767704521137
61,0.419026653577002
62,0.024175209415107868
63,0.4540429206926898
64,0.4540429206926898
65,0.4540429206926898
66,0.44478859732580933
67,0.4540429206926898
68,0.24888688173987716
69,0.5086757040475275
70,0.5608442171291282
71,0.2982654840477902
72,0.13858590678151428
73,0.2108764637245346
74,0.2108764637245346
75,0.10604406894386131
76,0.0456897977758971
77,0.0456897977758971
78,0.23535102382084017
79,0.019680827512512322
80,0.43418760325230876
81,0.162615820241098
82,0.43418760325230876
83,0.40398384813331767
84,0.43418760325230876
85,0.45730309376125045
86,0.45730309376125045
87,0.33353535744795315
88,0.33353535744795315
89,0.33353535744795315
90,0.46709881194399416
91,0.46709881194399416
92,0.4921460357585363
93,0.18576959498075452
94,0.23322761640369805
95,0.25441675002022135
96,0.25441675002022135
97,0.25441675002022135
98,0.2749066766843127
99,0.3915422454728147
100,0.5274229462349245
101,0.08048453854905835
102,0.08048453854905835
103,0.03299530444641374
104,0.03299530444641374
105,0.5496437440054374
106,0.5496437440054374
107,0.6086087145840828
108,0.6287048119382718
109,0.19194571259187798
110,0.5702751355901038
111,0.6287048119382718
112,0.04316027877315276
113,0.6648358407573924
114,0.7806708825300963
115,0.7974617632011112
116,0.47804563791661814
117,0.47804563791661814
118,0.5685109211951421
119,0.5447143480589564
120,0.43106505725009725
121,0.53152642941608
122,0.53152642941608
123,0.11693026807920315
124,0.53152642941608
125,0.53152642941608
126,0.5678430898220722
127,0.2520548701393306
128,0.2520548701393306
129,0.2520548701393306
130,0.0861048813429196
131,0.2520548701393306
132,0.23859525422598882
133,0.23912864437202808
134,0.5376913163210502
135,0.3554189863306624
136,0.3554189863306624
137,0.3554189863306624
138,0.05409643393734975
139,0.3554189863306624
140,0.7626975194822091
141,0.6708205703089855
142,0.655467950131651
143,0.5300048656106069
144,0.09744949840581796
145,0.09744949840581796
146,0.5263432494065501
147,0.5263432494065501
148,0.37737199666204446
149,0.655467950131651
150,0.3089331075770222
151,0.3089331075770222
152,0.08025389849378683
153,0.3089331075770222
154,0.7113168531268614
155,0.3384776371752486
156,0.3245260396759957
157,0.7113168531268614
158,0.7113168531268614
159,0.5424166557711085
160,0.5424166557711085
161,0.127978181537445
162,0.7359342418312818
163,0.3042367514274348
164,0.3042367514274348
165,0.3042367514274348
166,0.3042367514274348
167,0.3333439206328743
168,0.3333439206328743
169,0.3333439206328743
170,0.34426526954924896
171,0.4028213722983266
172,0.2886689082972299
173,0.23057500338166803
174,0.6178880909535474
175,0.3051641928791968
176,0.25103762891031334
177,0.2250812958417725
178,0.25103762891031334
179,0.3051641928791968
180,0.11721980640164498
181,0.11721980640164498
182,0.11721980640164498
183,0.6178880909535474
184,0.17178146228375024
185,0.17178146228375024
186,0.17178146228375024
187,0.17178146228375024
188,0.17178146228375024
189,0.4253881454692784
190,0.2087448480461982
191,0.25518873831357514
192,0.25518873831357514
193,0.31153922658912747
194,0.3405888563859849
195,0.43871249429966896
196,0.10384663086444634
197,0.5878136181114758
198,0.23763189589092282
199,0.40693236994914683
200,0.5878136181114758
201,0.012484534779032774
202,0.012484534779032774
203,0.3706618137671701
204,0.42468524904618676
205,0.37072229351249153
206,0.05784848832680012
207,0.042372461234815084
208,0.05784848832680012
209,0.42468524904618676
210,0.42468524904618676
211,0.4293555376882642
212,0.5489556789496238
213,0.5112317961705243
214,0.5112317961705243
215,0.6017219633526333
216,0.4479192373512326
217,0.4479192373512326
218,0.07989745306609697
219,0.6178880909535474
220,0.6421486356573257
221,0.4457426302559262
222,0.2759440648514917
223,0.5862299246239953
224,0.13191106569347044
225,0.13191106569347044
226,0.076399512569023
227,0.3613207873803408
228,0.3613207873803408
229,0.033042978620902
230,0.0746494202192356
231,0.6955401176476708
232,0.09586869650262342
233,0.09586869650262342
234,0.46128516092585514
235,0.6955401176476708
236,0.7084888191340393
237,0.3505356334828763
238,0.5340700381057876
239,0.452512742009176
240,0.5340700381057876
241,0.7038382133676203
242,0.0909590113837524
243,0.0813641373689229
244,0.0813641373689229
245,0.0909590113837524
246,0.5108653200489996
247,0.31979670763993084
248,0.31979670763993084
249,0.5108653200489996
250,0.5108653200489996
251,0.5108653200489996
252,0.5108653200489996
253,0.5108653200489996
254,0.5108653200489996
255,0.5353644216045933
256,0.5365619438881396
257,0.5628312433561858
258,0.09593468431585739
259,0.09593468431585739
260,0.30006355247756855
261,0.0548757288879862
262,0.2894331942755375
263,0.2894331942755375
264,0.2894331942755375
265,0.30006355247756855
266,0.30006355247756855
267,0.2281112070365745
268,0.2281112070365745
269,0.41002465691792134
270,0.5024149483872425
271,0.11605556919372684
272,0.11605556919372684
273,0.11605556919372684
274,0.11605556919372684
275,0.11605556919372684
276,0.11605556919372684
277,0.11605556919372684
278,0.11605556919372684
279,0.11605556919372684
280,0.11605556919372684
281,0.4907307440061889
282,0.4907307440061889
283,0.5898029864444571
284,0.6095319506241055
285,0.4562919629995036
286,0.6471703844897808
287,0.6471703844897808
288,0.6926266631210515
289,0.22977348388423002
290,0.3988673657712939
291,0.09915746263564551
292,0.024216719726522618
293,0.6894636415616827
294,0.6894636415616827
295,0.6894636415616827
296,0.6945246134348985
297,0.6945246134348985
298,0.3798322999352517
299,0.23387645321367223
300,0.23387645321367223
301,0.23387645321367223
302,0.22820800386520257
303,0.3798322999352517
304,0.4098674842471881
305,0.017428362923021412
306,0.017428362923021412
307,0.017428362923021412
308,0.017428362923021412
309,0.017428362923021412
310,0.017428362923021412
311,0.017428362923021412
312,0.017428362923021412
313,0.028961520547711506
314,0.14303990337748695
315,0.27358073606485644
316,0.27358073606485644
317,0.14446005013352015
318,0.1309387076827715
319,0.2763865600625587
320,0.1759657154354446
321,0.2763865600625587
322,0.2763865600625587
323,0.2763865600625587
324,0.2763865600625587
325,0.2763865600625587
326,0.3038365168748428
327,0.3039674204455526
328,0.3039674204455526
329,0.3039674204455526
330,0.38775905011060774
331,0.38775905011060774
332,0.36571262661712367
333,0.274967009718022
334,0.04138555008224687
335,0.04138555008224687
336,0.07645530390326771
337,0.16059707971943582
338,0.16059707971943582
339,0.16059707971943582
340,0.274967009718022
341,0.38775905011060774
342,0.2070691906593901
343,0.08649117251486527
344,0.08649117251486527
345,0.08649117251486527
346,0.08649117251486527
347,0.08649117251486527
348,0.2070691906593901
349,0.2070691906593901
350,0.2070691906593901
351,0.2070691906593901
352,0.07298092708909287
353,0.19470155277769396
354,0.2070691906593901
355,0.2070691906593901
356,0.2070691906593901
357,0.2070691906593901
358,0.13585764871620898
359,0.3107630637919312
360,0.12512738650988264
361,0.1777805676641544
362,0.1777805676641544
363,0.16998695170010636
364,0.16998695170010636
365,0.16998695170010636
366,0.16998695170010636
367,0.3107630637919312
368,0.3107630637919312
369,0.3822270004710987
370,0.42633833585937375
371,0.42633833585937375
372,0.23246198879332658
373,0.23246198879332658
374,0.23246198879332658
375,0.42633833585937375
376,0.491901063160591
377,0.1568383914978163
378,0.1568383914978163
379,0.1568383914978163
380,0.1568383914978163
381,0.002930281487301345
382,0.1568383914978163
383,0.1568383914978163
384,0.18973599563551535
385,0.18973599563551535
386,0.18973599563551535
387,0.18973599563551535
388,0.15341351427759664
389,0.23200245581173085
390,0.20257907791781138
391,0.20257907791781138
392,0.1973026096352707
393,0.256245663035646
394,0.40848630876180025
395,0.40848630876180025
