step,fmin,action,fnum,fmean,fstd,fmin,fmax
60,0.6211355443799568,call_method,5,0.7051978677402262,0.0985459783598168,0.6211355443799568,0.8933855556477495
61,0.10020173040178049,update_method,5,0.6010111049445909,0.26579540760931536,0.10020173040178049,0.8933855556477495
62,0.6301856812168268,update_method,5,0.7763674958923203,0.13418794709592963,0.6301856812168268,0.9769836851404281
63,0.6871161921041202,update_method,5,0.8229948674643277,0.11432718261545259,0.6871161921041202,0.9769836851404281
64,0.36505446979158707,update_method,5,0.7585825230018209,0.21718893444702717,0.36505446979158707,0.9769836851404281
65,0.36505446979158707,call_method,5,0.648382206945916,0.21820109461736795,0.36505446979158707,0.8933855556477495
66,0.14974497345872806,update_method,5,0.6053203076793441,0.28183379378549683,0.14974497345872806,0.8933855556477495
67,0.14974497345872806,call_method,5,0.5851870388868556,0.2635380261638969,0.14974497345872806,0.863322539076863
68,0.42598210486090304,update_method,5,0.6787752345986823,0.15160085177809596,0.42598210486090304,0.863322539076863
69,0.6004753920898506,remove_method,4,0.676261730286374,0.07592366526260598,0.6004753920898506,0.7927192116853071
70,0.5612893715138474,create_method,5,0.6532672585318687,0.08201527469076456,0.5612893715138474,0.7927192116853071
71,0.23006650748885793,call_method,5,0.5791854816116702,0.19105175873342492,0.23006650748885793,0.7927192116853071
72,0.5612893715138474,update_method,5,0.6688419704050377,0.0777968872395804,0.5612893715138474,0.7927192116853071
73,0.39942192741030247,remove_method,4,0.625998364116487,0.1447831959102512,0.39942192741030247,0.7927192116853071
74,0.33672736113342094,call_method,4,0.6103247225472666,0.16971069103634906,0.33672736113342094,0.7927192116853071
75,0.33672736113342094,call_method,4,0.5944300460476772,0.17124728363675212,0.33672736113342094,0.7927192116853071
76,0.33672736113342094,call_method,4,0.629044997101333,0.2159809162596101,0.33672736113342094,0.9311790158999298
77,0.4803929714739975,update_method,4,0.6649613996864772,0.1718130504938227,0.4803929714739975,0.9311790158999298
78,0.1397115017716356,update_method,4,0.5797910322608867,0.28761296993401453,0.1397115017716356,0.9311790158999298
79,0.24580385638271685,update_method,4,0.606314120913657,0.24796593791575608,0.24580385638271685,0.9311790158999298
80,0.43640905825198717,remove_method,3,0.6652415267140862,0.17622334822079935,0.43640905825198717,0.8651491565377946
81,0.2687448633343751,call_method,3,0.5234343593747189,0.2511368451853746,0.2687448633343751,0.8651491565377946
82,0.2687448633343751,call_method,3,0.5620844880743063,0.30409212696889193,0.2687448633343751,0.9810995426365567
83,0.43640905825198717,update_method,3,0.6726098613023751,0.22816834777187528,0.43640905825198717,0.9810995426365567
84,0.43640905825198717,call_method,3,0.6620730354498658,0.23196171012936334,0.43640905825198717,0.9810995426365567
85,0.1743413303797896,update_method,3,0.5747171261591333,0.3293850460885068,0.1743413303797896,0.9810995426365567
86,0.4550302561445396,remove_method,2,0.7180648993905482,0.26303464324600856,0.4550302561445396,0.9810995426365567
87,0.3770423862879647,update_method,2,0.6790709644622608,0.302028578174296,0.3770423862879647,0.9810995426365567
88,0.23149169724910323,update_method,2,0.60629561994283,0.37480392269372675,0.23149169724910323,0.9810995426365567
89,0.02038568616805214,create_method,3,0.41099230868457076,0.4122362838890067,0.02038568616805214,0.9810995426365567
90,0.12555007046521882,update_method,3,0.4460471034502929,0.3808033101928798,0.12555007046521882,0.9810995426365567
91,0.10191728096382768,call_method,3,0.40285563135520114,0.40899400393760826,0.10191728096382768,0.9810995426365567
92,0.12555007046521882,update_method,3,0.5537589154694015,0.3492771489660927,0.12555007046521882,0.9810995426365567
93,0.12555007046521882,create_method,4,0.5913021230765593,0.30939355585518263,0.12555007046521882,0.9810995426365567
94,0.5546271333064289,update_method,4,0.7002467663372757,0.1727680405947537,0.5546271333064289,0.9810995426365567
95,0.21324614898683125,call_method,4,0.5082834179248444,0.18047631022772206,0.21324614898683125,0.7039317458980326
96,0.011371744133090278,remove_method,3,0.4255440445130693,0.29859440941891074,0.011371744133090278,0.7039317458980326
97,0.5613286435080849,update_method,3,0.6930295840026449,0.10337043383256274,0.5613286435080849,0.813828362601817
98,0.7039317458980326,update_method,3,0.8198070662724436,0.09714463091257647,0.7039317458980326,0.9416610903174811
99,0.813828362601817,update_method,3,0.8685133462523674,0.05379564239106455,0.813828362601817,0.9416610903174811
100,0.30751405516155816,update_method,3,0.6997419104389477,0.27985727192550724,0.30751405516155816,0.9416610903174811
101,0.8500505858378042,update_method,3,0.9106705469695379,0.04286838719779431,0.8500505858378042,0.9416610903174811
102,0.9402999647533283,remove_method,2,0.9409805275354047,0.0006805627820763993,0.9402999647533283,0.9416610903174811
103,0.14586649467789647,update_method,2,0.5437637924976888,0.39789729781979233,0.14586649467789647,0.9416610903174811
104,0.02535506157984435,update_method,2,0.48350807594866274,0.4581530143688184,0.02535506157984435,0.9416610903174811
105,0.8114341383653827,update_method,2,0.8765476143414319,0.06511347597604922,0.8114341383653827,0.9416610903174811
106,0.9416610903174811,update_method,2,0.9599667907269416,0.0183057004094605,0.9416610903174811,0.9782724911364021
107,0.9676324217795567,update_method,2,0.9729524564579795,0.005320034678422736,0.9676324217795567,0.9782724911364021
108,0.9243187128645438,update_method,2,0.951295602000473,0.02697688913592916,0.9243187128645438,0.9782724911364021
109,0.8068464059440469,update_method,2,0.8925594485402245,0.08571304259617762,0.8068464059440469,0.9782724911364021
110,0.2370166465208633,update_method,2,0.6076445688286327,0.3706279223077694,0.2370166465208633,0.9782724911364021
111,0.20710136522683265,create_method,3,0.4741301676280327,0.3566915967406002,0.20710136522683265,0.9782724911364021
112,0.2370166465208633,update_method,3,0.5972297511439248,0.3029746546895643,0.2370166465208633,0.9782724911364021
113,0.5764001157745092,remove_method,2,0.6462658892073238,0.06986577343281453,0.5764001157745092,0.7161316626401383
114,0.7161316626401383,remove_method,1,0.7161316626401383,0.0,0.7161316626401383,0.7161316626401383
115,0.508584983483044,update_method,1,0.508584983483044,0.0,0.508584983483044,0.508584983483044
116,0.25238612816117423,update_method,1,0.25238612816117423,0.0,0.25238612816117423,0.25238612816117423
117,0.6041120114299092,update_method,1,0.6041120114299092,0.0,0.6041120114299092,0.6041120114299092
118,0.8580690959886217,update_method,1,0.8580690959886217,0.0,0.8580690959886217,0.8580690959886217
119,0.05638623286739597,update_method,1,0.05638623286739597,0.0,0.05638623286739597,0.05638623286739597
120,0.6266197909982643,update_method,1,0.6266197909982643,0.0,0.6266197909982643,0.6266197909982643
121,0.6895903043899971,update_method,1,0.6895903043899971,0.0,0.6895903043899971,0.6895903043899971
122,0.07591439075481377,update_method,1,0.07591439075481377,0.0,0.07591439075481377,0.07591439075481377
123,0.06895978387046398,update_method,1,0.06895978387046398,0.0,0.06895978387046398,0.06895978387046398
124,0.06895978387046398,create_method,2,0.27931991092412833,0.21036012705366436,0.06895978387046398,0.4896800379777927
125,0.13181791617698646,call_method,2,0.3107489770773896,0.17893106090040312,0.13181791617698646,0.4896800379777927
126,0.10047544085588367,update_method,2,0.2950777394168382,0.1946022985609545,0.10047544085588367,0.4896800379777927
127,0.4896800379777927,remove_method,1,0.4896800379777927,0.0,0.4896800379777927,0.4896800379777927
128,0.3408055652259431,update_method,1,0.3408055652259431,0.0,0.3408055652259431,0.3408055652259431
129,0.3408055652259431,create_method,2,0.5768359975811426,0.23603043235519955,0.3408055652259431,0.8128664299363422
130,0.7490226511584349,update_method,2,0.7809445405473885,0.03192188938895363,0.7490226511584349,0.8128664299363422
131,0.33066799968025573,update_method,2,0.571767214808299,0.24109921512804322,0.33066799968025573,0.8128664299363422
132,0.41330508378198794,update_method,2,0.613085756859165,0.19978067307717712,0.41330508378198794,0.8128664299363422
133,0.48985488769411334,call_method,2,0.6513606588152278,0.16150577112111442,0.48985488769411334,0.8128664299363422
134,0.39859347168018067,update_method,2,0.6057299508082614,0.20713647912808075,0.39859347168018067,0.8128664299363422
135,0.6039829752785025,update_method,2,0.7084247026074224,0.10444172732891982,0.6039829752785025,0.8128664299363422
136,0.8128664299363422,update_method,2,0.8414744611448223,0.0286080312084801,0.8128664299363422,0.8700824923533024
137,0.7036857722441486,update_method,2,0.7868841322987254,0.08319836005457687,0.7036857722441486,0.8700824923533024
138,0.722069145956526,update_method,2,0.7960758191549142,0.07400667319838816,0.722069145956526,0.8700824923533024
139,0.3577180000499749,update_method,2,0.6139002462016386,0.25618224615166374,0.3577180000499749,0.8700824923533024
140,0.6945747007590641,update_method,2,0.7823285965561833,0.08775389579711912,0.6945747007590641,0.8700824923533024
141,0.15696705951052004,update_method,2,0.5135247759319113,0.3565577164213912,0.15696705951052004,0.8700824923533024
142,0.6554056467384798,update_method,2,0.7627440695458911,0.1073384228074113,0.6554056467384798,0.8700824923533024
143,0.6158481917721816,call_method,2,0.742965342062742,0.12711715029056037,0.6158481917721816,0.8700824923533024
144,0.42877480554596936,update_method,2,0.6494286489496359,0.2206538434036665,0.42877480554596936,0.8700824923533024
145,0.20462292984341435,update_method,2,0.5373527110983584,0.332729781254944,0.20462292984341435,0.8700824923533024
146,0.3417438038274686,update_method,2,0.6059131480903854,0.2641693442629169,0.3417438038274686,0.8700824923533024
147,0.3542936134916782,update_method,2,0.6121880529224903,0.2578944394308121,0.3542936134916782,0.8700824923533024
148,0.4264135335919573,update_method,2,0.6482480129726298,0.22183447938067252,0.4264135335919573,0.8700824923533024
149,0.3620205257745497,update_method,2,0.616051509063926,0.25403098328937634,0.3620205257745497,0.8700824923533024
150,0.8513269925067041,update_method,2,0.8607047424300032,0.00937774992329915,0.8513269925067041,0.8700824923533024
151,0.6934016405219646,update_method,2,0.7817420664376336,0.08834042591566887,0.6934016405219646,0.8700824923533024
152,0.11267100996516688,update_method,2,0.4913767511592346,0.37870574119406775,0.11267100996516688,0.8700824923533024
153,0.11267100996516688,create_method,3,0.6335759000003164,0.3688539297217193,0.11267100996516688,0.9179741976824799
154,0.600354136490169,update_method,3,0.796136942175317,0.1398131708418906,0.600354136490169,0.9179741976824799
155,0.8700824923533024,update_method,3,0.9274722417013063,0.051178683947824925,0.8700824923533024,0.9943600350681365
156,0.18324518245338994,update_method,3,0.6985264717346688,0.3656909481614311,0.18324518245338994,0.9943600350681365
157,0.7186257792212664,update_method,3,0.8769866706572942,0.11623920162202037,0.7186257792212664,0.9943600350681365
158,0.9147334337990903,remove_method,2,0.9163538157407851,0.0016203819416947818,0.9147334337990903,0.9179741976824799
159,0.6448289034348306,update_method,2,0.7814015505586552,0.13657264712382466,0.6448289034348306,0.9179741976824799
160,0.18640358041672267,create_method,3,0.5830688938446777,0.30183838512254874,0.18640358041672267,0.9179741976824799
161,0.39594862080851023,update_method,3,0.6529172406419402,0.2131927791565373,0.39594862080851023,0.9179741976824799
162,0.28062563897864323,call_method,3,0.5315161524898778,0.2772931217503702,0.28062563897864323,0.9179741976824799
163,0.03492013793765503,call_method,3,0.44961431880954833,0.36249701006988383,0.03492013793765503,0.9179741976824799
164,0.39594862080851023,remove_method,2,0.6569614092454951,0.26101278843698483,0.39594862080851023,0.9179741976824799
165,0.3023853210712568,update_method,2,0.6101797593768683,0.30779443830561154,0.3023853210712568,0.9179741976824799
166,0.2547285800070598,call_method,2,0.5863513888447698,0.33162280883771006,0.2547285800070598,0.9179741976824799
167,0.9179741976824799,remove_method,1,0.9179741976824799,0.0,0.9179741976824799,0.9179741976824799
168,0.549874621955672,update_method,1,0.549874621955672,0.0,0.549874621955672,0.549874621955672
169,0.30177597641399756,update_method,1,0.30177597641399756,0.0,0.30177597641399756,0.30177597641399756
170,0.8358340407112127,update_method,1,0.8358340407112127,0.0,0.8358340407112127,0.8358340407112127
171,0.4552930838335929,update_method,1,0.4552930838335929,0.0,0.4552930838335929,0.4552930838335929
172,0.8300981550416368,update_method,1,0.8300981550416368,0.0,0.8300981550416368,0.8300981550416368
173,0.30250215587899343,update_method,1,0.30250215587899343,0.0,0.30250215587899343,0.30250215587899343
174,0.37232823139925453,update_method,1,0.37232823139925453,0.0,0.37232823139925453,0.37232823139925453
175,0.5155211319920676,update_method,1,0.5155211319920676,0.0,0.5155211319920676,0.5155211319920676
176,0.6973976997337019,update_method,1,0.6973976997337019,0.0,0.6973976997337019,0.6973976997337019
177,0.8374780651440414,update_method,1,0.8374780651440414,0.0,0.8374780651440414,0.8374780651440414
178,0.8490553037877193,update_method,1,0.8490553037877193,0.0,0.8490553037877193,0.8490553037877193
179,0.7318746827257571,update_method,1,0.7318746827257571,0.0,0.7318746827257571,0.7318746827257571
180,0.33937206204489756,update_method,1,0.33937206204489756,0.0,0.33937206204489756,0.33937206204489756
181,0.5246398209338327,update_method,1,0.5246398209338327,0.0,0.5246398209338327,0.5246398209338327
182,0.4066493289669447,create_method,2,0.4656445749503887,0.05899524598344397,0.4066493289669447,0.5246398209338327
183,0.5246398209338327,update_method,2,0.5975162302005832,0.07287640926675049,0.5246398209338327,0.6703926394673336
184,0.6703926394673336,remove_method,1,0.6703926394673336,0.0,0.6703926394673336,0.6703926394673336
185,0.9695109962100218,update_method,1,0.9695109962100218,0.0,0.9695109962100218,0.9695109962100218
186,0.36097687131174183,update_method,1,0.36097687131174183,0.0,0.36097687131174183,0.36097687131174183
187,0.9100846649174767,update_method,1,0.9100846649174767,0.0,0.9100846649174767,0.9100846649174767
188,0.32509101731237033,update_method,1,0.32509101731237033,0.0,0.32509101731237033,0.32509101731237033
189,0.45023066588030003,update_method,1,0.45023066588030003,0.0,0.45023066588030003,0.45023066588030003
190,0.45023066588030003,create_method,2,0.683118654369556,0.2328879884892559,0.45023066588030003,0.9160066428588118
191,0.789759170679436,call_method,2,0.8528829067691239,0.06312373608968791,0.789759170679436,0.9160066428588118
192,0.789759170679436,create_method,3,0.8688778902652922,0.05628572672267011,0.789759170679436,0.9160066428588118
193,0.6725488160839458,update_method,3,0.8298077720667955,0.11137049320468304,0.6725488160839458,0.9160066428588118
194,0.74102215502888,call_method,3,0.8526322183817735,0.07916186113947093,0.74102215502888,0.9160066428588118
195,0.5576147252023679,update_method,3,0.7914964084396029,0.16549476733476373,0.5576147252023679,0.9160066428588118
196,0.8885175807572745,update_method,3,0.9017973602912384,0.011241592880093739,0.8885175807572745,0.9160066428588118
197,0.5763556551128615,update_method,3,0.7977433850764339,0.15666671831457468,0.5763556551128615,0.9160066428588118
198,0.9008678572576286,update_method,3,0.931354081611683,0.03299332470585533,0.9008678572576286,0.9771877447186085
199,0.19840781879181368,call_method,3,0.6921544735893503,0.3505191394187888,0.19840781879181368,0.9771877447186085
200,0.27329200911627716,call_method,3,0.7171158703641715,0.31537374247629507,0.27329200911627716,0.9771877447186085
201,0.8019815822377253,update_method,3,0.8933457280713207,0.07172510793969354,0.8019815822377253,0.9771877447186085
202,0.7255787530027007,create_method,4,0.8514039843041658,0.09558084506013526,0.7255787530027007,0.9771877447186085
203,0.7255787530027007,create_method,5,0.8742745009987208,0.09695772526947687,0.7255787530027007,0.9771877447186085
204,0.07499003575751961,create_method,6,0.7410604234585206,0.3107474097756759,0.07499003575751961,0.9771877447186085
205,0.25840177423781774,call_method,6,0.7716290465385703,0.24599684350518328,0.25840177423781774,0.9771877447186085
206,0.7255787530027007,update_method,6,0.8540595988192071,0.0993841625134307,0.7255787530027007,0.9771877447186085
207,0.18392962223411358,call_method,6,0.7218499117384579,0.254394872723604,0.18392962223411358,0.9657565677769411
208,0.05074630977665928,create_method,7,0.6259779686010581,0.332595968064185,0.05074630977665928,0.9657565677769411
209,0.18392962223411358,update_method,7,0.7521984560368746,0.24697713645822603,0.18392962223411358,0.9657565677769411
210,0.03978125655604137,call_method,7,0.7316058323685786,0.2948666398631982,0.03978125655604137,0.9657565677769411
211,0.7255787530027007,call_method,7,0.8568764524382748,0.08815961454718309,0.7255787530027007,0.9657565677769411
212,0.2618504943712969,update_method,7,0.7906295583480742,0.2269364516209071,0.2618504943712969,0.9657565677769411
213,0.05842453201765763,update_method,7,0.7615687065832687,0.29546724301551247,0.05842453201765763,0.9657565677769411
214,0.46003761786949027,update_method,7,0.8189420045621019,0.16238122773931962,0.46003761786949027,0.9657565677769411
215,0.6671434765140007,update_method,7,0.848528555797032,0.10189387202058534,0.6671434765140007,0.9657565677769411
216,0.18466239244472937,update_method,7,0.7796026866442789,0.2527672096375832,0.18466239244472937,0.9657565677769411
217,0.7529850879216385,update_method,7,0.8645455731190638,0.07817374434581069,0.7529850879216385,0.9657565677769411
218,0.5806508466681986,update_method,7,0.8399263957971438,0.1234536852081893,0.5806508466681986,0.9657565677769411
219,0.5806508466681986,create_method,8,0.8396152217543674,0.1154832829787136,0.5806508466681986,0.9657565677769411
220,0.6940152448340523,update_method,8,0.8537857715250992,0.08603885680996204,0.6940152448340523,0.9657565677769411
221,0.510210403992863,call_method,8,0.8308101664199505,0.13579205775077383,0.510210403992863,0.9657565677769411
222,0.027041648540160335,call_method,8,0.7367825477664426,0.30003603898721276,0.027041648540160335,0.9657565677769411
223,0.011594918909429097,update_method,8,0.7348517065626012,0.3046120740712234,0.011594918909429097,0.9657565677769411
224,0.27133431576890976,remove_method,7,0.7459824931880535,0.2390842433762376,0.27133431576890976,0.9657565677769411
225,0.08713493236573755,call_method,7,0.6438615432063411,0.3290836453518567,0.08713493236573755,0.9657565677769411
226,0.08713493236573755,call_method,7,0.6194194718001603,0.360681589429458,0.08713493236573755,0.9657565677769411
227,0.10023981592564457,update_method,7,0.6383628354587116,0.33478022031311716,0.10023981592564457,0.9657565677769411
228,0.03069667474982818,call_method,7,0.6113568635693162,0.372913456823235,0.03069667474982818,0.9657565677769411
229,0.510210403992863,remove_method,6,0.8062667235984652,0.1597600245885358,0.510210403992863,0.9657565677769411
230,0.21454467191540372,create_method,7,0.7217350019294564,0.2544616994500075,0.21454467191540372,0.9657565677769411
231,0.40057275485345667,update_method,7,0.7483104423491783,0.2050138236668543,0.40057275485345667,0.9657565677769411
232,0.14612285244994494,update_method,7,0.7119604562915338,0.2742974972492892,0.14612285244994494,0.9657565677769411
233,0.14612285244994494,call_method,7,0.7354179983977147,0.27832585696497675,0.14612285244994494,0.9657565677769411
234,0.14612285244994494,call_method,7,0.6462579051661059,0.289979998214238,0.14612285244994494,0.9342897218273747
235,0.3416359151556779,update_method,7,0.7268225482164911,0.2060241869907977,0.3416359151556779,0.9342897218273747
236,0.424159338658712,update_method,7,0.7386116087169244,0.18492668890101313,0.424159338658712,0.9342897218273747
237,0.17967692817030734,call_method,7,0.6423880867377799,0.2601758594648856,0.17967692817030734,0.9342897218273747
238,0.17967692817030734,call_method,7,0.691910687977989,0.26327711768972567,0.17967692817030734,0.9342897218273747
239,0.424159338658712,update_method,7,0.800318427407609,0.1696114989848287,0.424159338658712,0.938531104177647
240,0.11245553505754335,call_method,7,0.7149441675868806,0.29649539162261374,0.11245553505754335,0.938531104177647
241,0.11245553505754335,create_method,8,0.6943696599515671,0.28263757738102563,0.11245553505754335,0.938531104177647
242,0.424159338658712,update_method,8,0.8037217351552197,0.19058357828594355,0.424159338658712,0.9872721366867648
243,0.35233084586315344,call_method,8,0.7243540738022684,0.22645252874018426,0.35233084586315344,0.938531104177647
244,0.424159338658712,update_method,8,0.7949526339079758,0.18341547415379233,0.424159338658712,0.938531104177647
245,0.025439253512380078,call_method,8,0.6834926247584217,0.30556696523297006,0.025439253512380078,0.938531104177647
246,0.025439253512380078,create_method,9,0.6184651228761683,0.3417970213134694,0.025439253512380078,0.938531104177647
247,0.037305924841424365,remove_method,8,0.5799402091296141,0.33970163038956663,0.037305924841424365,0.9342897218273747
248,0.08659043696371571,update_method,8,0.5861007731449005,0.3301166445996654,0.08659043696371571,0.9342897218273747
249,0.09824510781814177,call_method,8,0.6410524528936161,0.2742570778342395,0.09824510781814177,0.9342897218273747
250,0.09824510781814177,call_method,8,0.691519496160172,0.285400185057117,0.09824510781814177,0.9342897218273747
251,0.235479219727595,update_method,8,0.7086737601488537,0.2513140984722199,0.235479219727595,0.9342897218273747
252,0.235479219727595,call_method,8,0.6687357630020834,0.24997373903855566,0.235479219727595,0.9342897218273747
253,0.424159338658712,update_method,8,0.7494511676999727,0.19532217396114146,0.424159338658712,0.9342897218273747
254,0.5373646355001642,update_method,8,0.8113505735858283,0.15716476981087388,0.5373646355001642,0.9342897218273747
255,0.04346100230744421,call_method,8,0.7018638756560642,0.29148262165278277,0.04346100230744421,0.9342897218273747
256,0.5373646355001642,call_method,8,0.8122216576510902,0.1577790782385283,0.5373646355001642,0.9342897218273747
257,0.012640011968371612,update_method,8,0.7466310797096161,0.30177005617022257,0.012640011968371612,0.9342897218273747
258,0.012640011968371612,call_method,8,0.7359145640084912,0.29667781288228046,0.012640011968371612,0.9342897218273747
259,0.29804467814505886,call_method,8,0.7715901472805771,0.21288605480270972,0.29804467814505886,0.9342897218273747
260,0.5503481065043718,update_method,8,0.8173848386532959,0.12895274876829685,0.5503481065043718,0.9342897218273747
261,0.0823895039584398,update_method,8,0.7588900133350545,0.26799413713585474,0.0823895039584398,0.9342897218273747
262,0.0823895039584398,create_method,9,0.6986116741353123,0.3048091003734833,0.0823895039584398,0.9342897218273747
263,0.216384960537376,update_method,9,0.7155142631511997,0.2726951917875643,0.216384960537376,0.9342897218273747
264,0.2345128051014257,update_method,9,0.7628090950917998,0.21223714020612386,0.2345128051014257,0.9342897218273747
265,0.15889128485821802,call_method,9,0.6771369910665032,0.27409000077307255,0.15889128485821802,0.9342897218273747
266,0.2345128051014257,update_method,9,0.7564295024666534,0.20793686614385593,0.2345128051014257,0.9342897218273747
