sim,step,fmin,action,fnum,fmean,fstd,fmin,fmax,code_size,changes
0,0,0.5,call_method,1,0.5,0.0,0.5,0.5,1,1
0,1,1.0,update_method,1,1.0,0.0,1.0,1.0,2,1
0,2,1.0,update_method,1,1.0,0.0,1.0,1.0,3,1
0,3,1.0,update_method,1,1.0,0.0,1.0,1.0,4,1
0,4,1.0,call_method,1,1.0,0.0,1.0,1.0,5,1
0,5,1.0,update_method,1,1.0,0.0,1.0,1.0,6,1
0,6,1.0,update_method,1,1.0,0.0,1.0,1.0,7,1
0,7,1.0,update_method,1,1.0,0.0,1.0,1.0,8,1
0,8,1.0,update_method,1,1.0,0.0,1.0,1.0,9,1
0,9,1.0,update_method,1,1.0,0.0,1.0,1.0,10,1
0,10,1.0,update_method,1,1.0,0.0,1.0,1.0,11,1
0,11,1.0,update_method,1,1.0,0.0,1.0,1.0,12,1
0,12,1.0,call_method,1,1.0,0.0,1.0,1.0,13,1
0,13,1.0,call_method,1,1.0,0.0,1.0,1.0,14,1
0,14,1.0,update_method,1,1.0,0.0,1.0,1.0,15,1
0,15,1.0,call_method,1,1.0,0.0,1.0,1.0,16,1
0,16,1.0,call_method,1,1.0,0.0,1.0,1.0,17,1
0,17,1.0,call_method,1,1.0,0.0,1.0,1.0,18,1
0,18,1.0,update_method,1,1.0,0.0,1.0,1.0,19,1
0,19,1.0,update_method,1,1.0,0.0,1.0,1.0,20,1
0,20,1.0,create_method,2,1.0,0.0,1.0,1.0,20,1
0,21,0.045454805711634017,call_method,2,0.5,0.454545194288366,0.045454805711634017,0.954545194288366,21,1
0,22,0.2727272727272727,update_method,2,0.5,0.2272727272727273,0.2727272727272727,0.7272727272727273,22,1
0,23,0.2934782608695652,update_method,2,0.5,0.2065217391304348,0.2934782608695652,0.7065217391304348,23,1
0,24,0.2934782608695652,call_method,2,0.5,0.2065217391304348,0.2934782608695652,0.7065217391304348,24,1
0,25,0.2916666666666667,call_method,2,0.5,0.2083333333333333,0.2916666666666667,0.7083333333333333,25,1
0,26,0.2324136943852423,call_method,2,0.5,0.26758630561475777,0.2324136943852423,0.7675863056147578,26,1
0,27,0.24648776845931636,update_method,2,0.5,0.2535122315406837,0.24648776845931636,0.7535122315406837,27,1
0,28,0.24648776845931636,call_method,2,0.5,0.2535122315406837,0.24648776845931636,0.7535122315406837,28,1
0,29,0.2438422658138137,call_method,2,0.5,0.25615773418618626,0.2438422658138137,0.7561577341861863,29,1
0,30,0.25862059093696643,call_method,2,0.5,0.24137940906303362,0.25862059093696643,0.7413794090630337,30,1
