sim,step,fmin,action,fnum,fmean,fstd,fmin,fmax,code_size,changes
0,0,0.8016511641594866,update_method,1,0.8016511641594866,0.0,0.8016511641594866,0.8016511641594866,1,1
0,1,0.9605471834740625,call_method,1,0.9605471834740625,0.0,0.9605471834740625,0.9605471834740625,2,1
0,2,1,call_method,1,1.0,0.0,1,1,3,1
0,3,0.906530322665085,update_method,1,0.906530322665085,0.0,0.906530322665085,0.906530322665085,4,1
0,4,0.9943926900412972,update_method,1,0.9943926900412972,0.0,0.9943926900412972,0.9943926900412972,5,1
0,5,0.9639663957321207,update_method,1,0.9639663957321207,0.0,0.9639663957321207,0.9639663957321207,6,1
0,6,0.9519976304413343,update_method,1,0.9519976304413343,0.0,0.9519976304413343,0.9519976304413343,7,1
0,7,1,update_method,1,1.0,0.0,1,1,8,1
0,8,0.6363262207257405,call_method,1,0.6363262207257405,0.0,0.6363262207257405,0.6363262207257405,9,1
0,9,1,update_method,1,1.0,0.0,1,1,10,1
0,10,1,update_method,1,1.0,0.0,1,1,11,1
0,11,0.6981669039046974,call_method,1,0.6981669039046974,0.0,0.6981669039046974,0.6981669039046974,12,1
0,12,1,update_method,1,1.0,0.0,1,1,13,1
0,13,1,update_method,1,1.0,0.0,1,1,14,1
0,14,0.7962165271371988,call_method,1,0.7962165271371988,0.0,0.7962165271371988,0.7962165271371988,15,1
0,15,0.7962165271371988,create_method,2,0.8981082635685994,0.10189173643140059,0.7962165271371988,1.0,15,1
0,16,0.05487977172532282,update_method,2,0.5274398858626614,0.47256011413733856,0.05487977172532282,1.0,16,1
0,17,0.33291679547812153,update_method,2,0.6381958425509998,0.3052790470728783,0.33291679547812153,0.943474889623878,17,1
0,18,0.28046141738727615,update_method,2,0.6402307086936381,0.3597692913063619,0.28046141738727615,1.0,18,1
0,19,0,update_method,2,0.5,0.5,0,1,19,1
0,20,0.3275581804223945,call_method,2,0.5337729431163705,0.20621476269397593,0.3275581804223945,0.7399877058103463,20,1
0,21,0.7534334907791254,call_method,2,0.7649629446020259,0.011529453822900437,0.7534334907791254,0.7764923984249262,21,1
0,22,0.2513027573184968,call_method,2,0.31791757069458526,0.06661481337608846,0.2513027573184968,0.38453238407067375,22,1
0,23,0.27849173563283414,call_method,2,0.35127147050269525,0.07277973486986111,0.27849173563283414,0.42405120537255636,23,1
0,24,0.4886661598883976,update_method,2,0.7369594185656448,0.24829325867724725,0.4886661598883976,0.9852526772428921,24,1
0,25,0.5827330535255707,update_method,2,0.7192771704365318,0.13654411691096113,0.5827330535255707,0.855821287347493,25,1
0,26,0.45223968491191974,call_method,2,0.6356671074633048,0.18342742255138508,0.45223968491191974,0.8190945300146899,26,1
0,27,0.34554239347942506,update_method,2,0.5096052904449668,0.16406289696554172,0.34554239347942506,0.6736681874105085,27,1
0,28,0.4859057595495259,call_method,2,0.6660156778669141,0.18010991831738812,0.4859057595495259,0.8461255961843022,28,1
0,29,0.21796718228578704,call_method,2,0.4998594278140986,0.28189224552831155,0.21796718228578704,0.7817516733424101,29,1
0,30,0.21796718228578704,create_method,3,0.4999062852093991,0.23016406420325533,0.21796718228578704,0.7817516733424101,29,1
0,31,0.2952989276738072,update_method,3,0.4052888526366527,0.10690194006246735,0.2952989276738072,0.5501097550724102,30,1
0,32,0.0926038105444199,call_method,3,0.41282549204575386,0.35929884499563214,0.0926038105444199,0.914604367656483,31,1
0,33,0,call_method,3,0.40766334910807406,0.3527747044000409,0.0,0.8605591387856988,32,1
0,34,0,update_method,3,0.2944822530476963,0.22975800282290634,0.0,0.5606488258465969,33,1
0,35,0,update_method,3,0.3054001304381543,0.303946378818318,0.0,0.7200604446291345,34,1
0,36,0,call_method,3,0.27002499148239506,0.19678204668273624,0.0,0.463343909049745,35,1
0,37,0.34673106539744025,remove_method,2,0.4050374872235926,0.058306421826152366,0.34673106539744025,0.463343909049745,33,1
0,38,0.34673106539744025,create_method,3,0.4366916581490618,0.06534828963385685,0.34673106539744025,0.5,33,1
0,39,0.3163245747508646,call_method,3,0.39153830002130574,0.0533399758550898,0.3163245747508646,0.43413527132661567,34,1
0,40,0.3163245747508646,create_method,4,0.3769870583493126,0.05262205498416437,0.3163245747508646,0.43413527132661567,34,1
0,41,0,update_method,4,0.20367990336429093,0.20368008067363755,0.0,0.4077398823331787,35,1
0,42,0,call_method,4,0.216568850981335,0.18579648871189777,0.0,0.4989171470568481,36,1
0,43,0,call_method,4,0.22414518088780272,0.2156815525989035,0.0,0.47163956169557264,37,1
0,44,0,call_method,4,0.27623118565296045,0.17096359862269198,0.0,0.4526071240135745,38,1
0,45,0.13976367431448422,update_method,4,0.28061011548224507,0.08644636375236316,0.13976367431448422,0.3729603377157574,39,1
0,46,0,call_method,4,0.2968092481453428,0.18300539762938245,0.0,0.4998003137683523,40,1
0,47,0,call_method,4,0.09762316448527986,0.11608158242009667,0.0,0.28406807780533205,41,1
0,48,0,update_method,4,0.3121805224797044,0.28703078673644944,0.0,0.7173391035611133,42,1
0,49,0,call_method,4,0.30027528887065197,0.2790311165170533,0.0,0.6829233159095055,43,1
0,50,0,call_method,4,0.21267003790815706,0.12368703466028905,0.0,0.30117645523948683,44,1
0,51,0.25084201661631644,call_method,4,0.2898182670126844,0.03620736129763619,0.25084201661631644,0.3263936525631418,45,1
0,52,0.10886497697069952,update_method,4,0.34308724090488624,0.25054041376495406,0.10886497697069952,0.7488464928658852,46,1
0,53,0.10886497697069952,create_method,5,0.32446979272390897,0.22716257757539426,0.10886497697069952,0.7488464928658852,46,1
0,54,0,call_method,5,0.3009321833566222,0.24994575812261377,0.0,0.7599107408946437,47,1
0,55,0,create_method,6,0.28411015279718516,0.23124800229108997,0.0,0.7599107408946437,47,1
0,56,0,update_method,6,0.16140427084628114,0.1752566293495519,0.0,0.40577539554499054,48,1
0,57,0,update_method,6,0.3238391739809458,0.25486476098207334,0.0,0.7072034201852935,49,1
0,58,0,update_method,6,0.24637619560360183,0.25717129829653645,0.0,0.7292086563546735,50,1
0,59,0,create_method,7,0.23498912004118253,0.23972258090773388,0.0,0.7292086563546735,50,1
0,60,0,update_method,7,0.17750490781996175,0.1209935855112555,0.0,0.3760995307657878,51,1
0,61,0,update_method,7,0.10152290384559025,0.10570710443831607,0.0,0.2688652136997999,52,1
0,62,0,call_method,7,0.16271875757317303,0.23018675780570894,0.0,0.6988985611467158,53,1
0,63,0,update_method,7,0.19080245633663193,0.16005592498695995,0.0,0.42782102133545374,54,1
0,64,0,remove_method,6,0.1764774204603995,0.20425632257182297,0.0,0.6066156761333115,48,2
0,65,0,call_method,6,0.16034307993866678,0.1603693113368909,0.0,0.3237533008334062,49,1
0,66,0,call_method,6,0.25152338601097946,0.1875429934266934,0.0,0.45818297163612853,50,1
0,67,0,call_method,6,0.1118807496694927,0.12253271968672136,0.0,0.30939261570325394,51,1
0,68,0,create_method,7,0.11970730924051755,0.11505173731918386,0.0,0.30939261570325394,51,1
0,69,0,call_method,7,0.10027661608805614,0.10863437398587192,0.0,0.24455373193467161,52,1
0,70,0,call_method,7,0.1841173954805642,0.2202863982493111,0.0,0.5101322002822503,53,1
0,71,0,call_method,7,0.10073462734442555,0.158167925395458,0.0,0.4540374866854825,54,1
0,72,0,call_method,7,0.18371345967539962,0.10046195763268606,0.0,0.30111133468176826,55,1
0,73,0,update_method,7,0.2076689312572215,0.1676514422526954,0.0,0.4468962458953428,56,1
0,74,0,update_method,7,0.13960794902894824,0.17909492338580862,0.0,0.4846705206636694,57,1
0,75,0,update_method,7,0.09774373705491048,0.12993802915690914,0.0,0.3693445247257112,58,1
0,76,0,update_method,7,0.1696642930510262,0.1540207897849264,0.0,0.37967290766271133,59,1
0,77,0,call_method,7,0.13728537599301713,0.170064659917996,0.0,0.4390169972993363,60,1
