sim,step,fmin,action,fnum,fmean,fstd,fmin,fmax,code_size,changes
0,0,1,update_method,1,1.0,0.0,1,1,1,1
0,1,1,update_method,1,1.0,0.0,1,1,2,1
0,2,1,update_method,1,1.0,0.0,1,1,3,1
0,3,0.9985221312766978,update_method,1,0.9985221312766978,0.0,0.9985221312766978,0.9985221312766978,4,1
0,4,1,update_method,1,1.0,0.0,1,1,5,1
0,5,1,call_method,1,1.0,0.0,1,1,6,1
0,6,1,update_method,1,1.0,0.0,1,1,7,1
0,7,1,call_method,1,1.0,0.0,1,1,8,1
0,8,1,call_method,1,1.0,0.0,1,1,9,1
0,9,1,call_method,1,1.0,0.0,1,1,10,1
0,10,1,call_method,1,1.0,0.0,1,1,11,1
0,11,1,update_method,1,1.0,0.0,1,1,12,1
0,12,1,update_method,1,1.0,0.0,1,1,13,1
0,13,1,batch_change,1,1.0,0.0,1,1,13,1
0,14,1,update_method,1,1.0,0.0,1,1,14,1
0,15,1,update_method,1,1.0,0.0,1,1,15,1
0,16,1,update_method,1,1.0,0.0,1,1,16,1
0,17,1,update_method,1,1.0,0.0,1,1,17,1
0,18,0.8842959379755899,call_method,1,0.8842959379755899,0.0,0.8842959379755899,0.8842959379755899,18,1
0,19,0.8842959379755899,create_method,2,0.942147968987795,0.05785203101220504,0.8842959379755899,1.0,18,1
0,20,0.5,create_method,3,0.79476531265853,0.2137160104004811,0.5,1.0,18,1
0,21,0,update_method,3,0.3392077584230531,0.3287266001337112,0.0,0.7841211705650777,19,1
0,22,0.29346562493459083,call_method,3,0.5757678969947698,0.30540220853964056,0.29346562493459083,1.0,20,1
0,23,0.04993187767998841,call_method,3,0.35551593517747165,0.23001924858939893,0.04993187767998841,0.6048847206277028,21,1
0,24,0,update_method,3,0.33421581461391653,0.24964301161118782,0.0,0.5998493115710901,22,1
0,25,0,update_method,3,0.33653114440790705,0.25744463845001014,0.0,0.625115893938723,23,1
0,26,0.16039690252383898,call_method,3,0.3272455965655499,0.18012644551302584,0.16039690252383898,0.5773715918451051,24,1
0,27,0.3084917885176229,call_method,3,0.37812805439316416,0.05960360347492563,0.3084917885176229,0.45407983750907294,25,1
0,28,0.034283486989438394,call_method,3,0.419385663915877,0.2728941576375491,0.034283486989438394,0.6338243494137118,26,1
0,29,0.15680369857275522,update_method,3,0.4758800717084947,0.23038866765783525,0.15680369857275522,0.692524373164662,27,1
0,30,0.15680369857275522,create_method,4,0.44024338711470434,0.20885191764830943,0.15680369857275522,0.692524373164662,27,1
0,31,0.3333333333333333,remove_method,3,0.534723283295354,0.14984334556888482,0.3333333333333333,0.692524373164662,25,1
0,32,0.08706963171033111,call_method,3,0.3236347483082415,0.23014782833317196,0.08706963171033111,0.6355141648887184,26,1
