sim,step,fmin,action,fnum,fmean,fstd,fmin,fmax,code_size,changes
0,0,0.8256052862082173,update_method,1,0.8256052862082173,0.0,0.8256052862082173,0.8256052862082173,1,1
0,1,0.869580481452815,update_method,1,0.869580481452815,0.0,0.869580481452815,0.869580481452815,2,1
0,2,1,call_method,1,1.0,0.0,1,1,3,1
0,3,1,update_method,1,1.0,0.0,1,1,4,1
0,4,1,call_method,1,1.0,0.0,1,1,5,1
0,5,0.9360140563076303,call_method,1,0.9360140563076303,0.0,0.9360140563076303,0.9360140563076303,6,1
0,6,0.979091322709573,update_method,1,0.979091322709573,0.0,0.979091322709573,0.979091322709573,7,1
0,7,0.9370452479476243,call_method,1,0.9370452479476243,0.0,0.9370452479476243,0.9370452479476243,8,1
0,8,0.917640661221076,call_method,1,0.917640661221076,0.0,0.917640661221076,0.917640661221076,9,1
0,9,0.917640661221076,create_method,2,0.9588203306105381,0.04117966938946199,0.917640661221076,1.0,9,1
0,10,0.14196887594149743,update_method,2,0.4150837312745551,0.2731148553330577,0.14196887594149743,0.6881985866076128,10,1
0,11,0,update_method,2,0.3969834701794178,0.3969834701794178,0.0,0.7939669403588356,11,1
0,12,0.16118463803393618,call_method,2,0.5805923190169681,0.4194076809830319,0.16118463803393618,1.0,12,1
0,13,0.11176877783552336,call_method,2,0.5558843889177617,0.44411561108223835,0.11176877783552336,1.0,13,1
0,14,0.11176877783552336,create_method,3,0.5372562592785078,0.36357456607828564,0.11176877783552336,1.0,13,2
0,15,0,call_method,3,0.2958320736067271,0.4074355477930844,0.0,0.8719631575269967,14,1
0,16,0,update_method,3,0.19683789216189396,0.2783708166842832,0.0,0.5905136764856819,15,1
0,17,0.025037089443953137,update_method,3,0.3531465392531739,0.4035338419286157,0.025037089443953137,0.9215742158767652,16,1
0,18,0,update_method,3,0.3551072745428591,0.3117496684706505,0.0,0.7589481217100262,17,1
0,19,0,call_method,3,0.4100244835711073,0.42761881831832255,0.0,1.0,18,1
0,20,0,update_method,3,0.2309100470399981,0.3156750786643779,0.0,0.6772525825132758,19,1
0,21,0,call_method,3,0.34589945564509067,0.4627749152748293,0.0,1.0,20,1
0,22,0.16396195403366587,update_method,3,0.3880554618325271,0.17916691357941628,0.16396195403366587,0.6025119281823026,21,1
0,23,0.18012741263642096,update_method,3,0.25397963012077235,0.06342390880690749,0.18012741263642096,0.33498834078256506,22,1
0,24,0.35130576477426423,update_method,3,0.476625760355376,0.09893057677655032,0.35130576477426423,0.59315655322707,23,1
0,25,0.31522635575872143,update_method,3,0.42415005650184673,0.10045278635586045,0.31522635575872143,0.5575920562294392,24,1
0,26,0.05201497538732708,call_method,3,0.3661220344875174,0.2261275769636201,0.05201497538732708,0.5751667956322678,25,1
0,27,0.002066028663513436,call_method,3,0.3076266152472968,0.28314290134077663,0.002066028663513436,0.6845260728568341,26,1
0,28,0.2773994650754708,call_method,3,0.37376472953927165,0.07770682790751975,0.2773994650754708,0.4676948044187084,27,1
0,29,0.2773994650754708,create_method,4,0.36365688048778705,0.06953609972474342,0.2773994650754708,0.4676948044187084,27,1
0,30,0.02189256732324468,call_method,4,0.24455220134634567,0.17493085966468247,0.02189256732324468,0.5092668186346172,28,1
0,31,0.009740526531537091,call_method,4,0.2717262554482616,0.2213135033524899,0.009740526531537091,0.6190846856535304,29,1
0,32,0.009740526531537091,create_method,5,0.2673810043586093,0.19813949187643168,0.009740526531537091,0.6190846856535304,29,1
0,33,0.19043927779313216,remove_method,4,0.33179112381537734,0.16831742440739023,0.19043927779313216,0.6190846856535304,29,1
0,34,0.03590178245088092,update_method,4,0.22279398262374855,0.126551993289709,0.03590178245088092,0.38298712093558684,30,1
0,35,0.03320338767548191,call_method,4,0.2324937193280305,0.1296087396820063,0.03320338767548191,0.37296887586763533,31,1
0,36,0.03175909708926485,update_method,4,0.2538281511756989,0.15763859161843782,0.03175909708926485,0.47693400986930146,32,1
0,37,0.03175909708926485,create_method,5,0.25306252094055914,0.1410045574177783,0.03175909708926485,0.47693400986930146,32,1
0,38,0.028550288062152596,call_method,5,0.22421704299923553,0.17456812310117026,0.028550288062152596,0.4653325546180277,33,1
0,39,0.0635767985702008,call_method,5,0.22685931389449157,0.12175659547633569,0.0635767985702008,0.3780525427306846,34,1
0,40,0.16522493503410263,remove_method,4,0.2676799427255643,0.10099117281556862,0.16522493503410263,0.3780525427306846,34,1
0,41,0.10550087776303205,call_method,4,0.23050081541915424,0.14581045111788926,0.10550087776303205,0.4790642762772156,35,1
0,42,0.16078152261200254,update_method,4,0.24407642985769262,0.12263191212181904,0.16078152261200254,0.45593891141795234,36,1
0,43,0.10374019192265696,update_method,4,0.24033434926267425,0.1563163013581538,0.10374019192265696,0.5062621284950538,37,1
0,44,0.166344121149063,update_method,4,0.2666396630834436,0.1448666749115773,0.166344121149063,0.5158132167213255,38,1
0,45,0.166344121149063,create_method,5,0.2633117304667549,0.12974352909472664,0.166344121149063,0.5158132167213255,38,1
0,46,0.02364563988992302,call_method,5,0.21337368988080815,0.14574197237022943,0.02364563988992302,0.4674756021833291,39,1
0,47,0,update_method,5,0.1661567283921848,0.16670160974468345,0.0,0.46999754749397366,40,1
0,48,0.016755551093464414,call_method,5,0.18667139412037367,0.14704693158041507,0.016755551093464414,0.460430448914035,41,1
0,49,0.03628716711401528,update_method,5,0.2381263938296337,0.1586109462100623,0.03628716711401528,0.5144603221717234,42,1
0,50,0.022090494289030857,update_method,5,0.20896816741739782,0.1252851843250808,0.022090494289030857,0.41213571803781746,43,1
0,51,0.17781477271917076,remove_method,4,0.2556875856994896,0.09331104726197534,0.17781477271917076,0.41213571803781746,40,1
0,52,0.18161990821444152,update_method,4,0.28347197291584725,0.10659801896155698,0.18161990821444152,0.4544931299573071,41,1
0,53,0.20091930916776946,remove_method,3,0.2774761142329129,0.09869627969685,0.20091930916776946,0.41682738719895696,31,2
0,54,0.03287508330009165,call_method,3,0.30800891660366164,0.22196618935411597,0.03287508330009165,0.5764556030953398,32,1
0,55,0,update_method,3,0.2880663632470865,0.22323849212177918,0.0,0.5439765501997263,33,1
0,56,0,update_method,3,0.35013051692857017,0.2627719913931516,0.0,0.6330389255118267,34,1
0,57,0,create_method,4,0.3459312210297609,0.2276834246353458,0.0,0.6330389255118267,34,1
0,58,0,call_method,4,0.23367394798979313,0.19724358668151185,0.0,0.5073967814579545,35,1
0,59,0,create_method,5,0.2369391583918345,0.17654085188836058,0.0,0.5073967814579545,35,1
0,60,0,update_method,5,0.2192899222996058,0.19899376777805747,0.0,0.5610817310226732,36,1
